issue_id, start_time, abandoned/resolved, answer_time, abandoned_time, resolved_time
1225, 9:52, abandoned, 19:21, 19:55,
1514, 9:00, abandoned, 19:55, 20:37,
1756, 10:16, resolved, 20:37, , 21:49
1609, 10:13, abandoned, 21:49, 21:55,
1639, 11:59, resolved, 21:55, , 22:36
1537, 11:23, resolved, 22:36, , 22:39
1088, 11:01, resolved, 22:39, , 23:13
1899, 11:30, resolved, 23:13, , 23:59
1599, 12:57, abandoned, 23:59, 0:44,
1883, 1:52, abandoned, 1:52, 2:51,
1932, 3:22, abandoned, 3:22, 4:28,
1981, 5:25, resolved, 5:25, , 6:48
1198, 6:27, abandoned, 6:48, 7:08,
1163, 8:15, abandoned, 8:15, 9:06,
1656, 11:07, abandoned, 11:07, 12:10,
1224, 12:42, resolved, 12:42, , 13:20
1366, 3:51, abandoned, 13:20, 14:19,
1233, 3:31, resolved, 14:19, , 15:01
1922, 5:24, abandoned, 15:01, 15:48,
1836, 3:44, resolved, 15:48, , 16:02
1446, 5:39, resolved, 16:02, , 17:00
1737, 6:26, resolved, 17:00, , 17:43
1049, 7:33, abandoned, 17:43, 17:56,
1570, 7:17, abandoned, 17:56, 18:06,
1063, 7:47, resolved, 18:06, , 19:10
1701, 8:18, resolved, 19:10, , 19:15
1136, 9:46, resolved, 19:15, , 20:29
1383, 9:43, abandoned, 20:29, 21:25,
1071, 11:37, abandoned, 21:25, 22:52,
1355, 11:03, abandoned, 22:52, 23:39,
1838, 11:04, resolved, 23:39, , 0:22
1874, 2:11, resolved, 2:11, , 3:07
1298, 4:12, resolved, 4:12, , 5:01
1273, 7:47, resolved, 7:47, , 8:21
1739, 10:50, resolved, 10:50, , 11:21
1765, 12:25, resolved, 12:25, , 13:18
1200, 3:05, abandoned, 13:18, 14:32,
1322, 3:02, abandoned, 14:32, 15:14,
1521, 5:01, abandoned, 15:14, 16:48,
1713, 7:00, abandoned, 16:48, 17:46,
1841, 6:03, abandoned, 17:46, 17:58,
1995, 7:42, abandoned, 17:58, 18:52,
1760, 8:33, abandoned, 18:52, 18:59,
1133, 7:24, abandoned, 18:59, 20:01,
1100, 10:32, abandoned, 20:01, 20:05,
1699, 10:46, abandoned, 20:05, 20:29,
1964, 9:40, abandoned, 20:29, 21:54,
1576, 9:44, resolved, 21:54, , 22:29
1994, 12:26, abandoned, 22:29, 23:24,
1281, 11:42, resolved, 23:24, , 0:10
1793, 0:48, abandoned, 0:48, 1:55,
1267, 3:07, abandoned, 3:07, 3:43,
1772, 3:47, abandoned, 3:47, 4:45,
1380, 6:18, abandoned, 6:18, 6:27,
1683, 8:51, abandoned, 8:51, 9:12,
1330, 10:58, resolved, 10:58, , 12:01
1819, 2:06, abandoned, 12:01, 12:48,
1076, 1:12, resolved, 12:48, , 14:00
1571, 2:36, abandoned, 14:00, 15:56,
1712, 4:52, resolved, 15:56, , 16:18
1660, 6:15, resolved, 16:18, , 17:26
1609, 7:21, resolved, 17:26, , 18:54
1031, 6:27, resolved, 18:54, , 19:29
1850, 7:40, resolved, 19:29, , 19:40
1828, 7:44, resolved, 19:40, , 19:41
1680, 8:04, resolved, 19:41, , 19:51
1192, 8:33, resolved, 19:51, , 20:10
1886, 8:44, resolved, 20:10, , 21:58
1051, 10:28, abandoned, 21:58, 22:21,
1302, 12:15, resolved, 22:21, , 23:23
1014, 12:16, resolved, 23:23, , 0:34
1419, 2:26, abandoned, 2:26, 3:46,
1108, 4:04, abandoned, 4:04, 5:37,
1036, 7:49, abandoned, 7:49, 8:55,
1883, 9:00, abandoned, 9:00, 9:00,
1240, 10:51, resolved, 10:51, , 10:58
1733, 11:26, abandoned, 11:26, 12:07,
1263, 12:33, resolved, 12:33, , 13:10
1484, 3:55, resolved, 13:10, , 13:22
1331, 3:14, abandoned, 13:22, 13:44,
1006, 3:03, abandoned, 13:44, 14:42,
1744, 4:59, abandoned, 14:42, 15:16,
1690, 4:32, resolved, 15:16, , 16:25
1389, 4:41, resolved, 16:25, , 17:03
1786, 6:57, abandoned, 17:03, 18:39,
1857, 7:23, resolved, 18:39, , 19:31
1805, 7:24, abandoned, 19:31, 19:31,
1784, 9:10, resolved, 19:31, , 20:41
1451, 10:55, resolved, 20:41, , 20:56
1696, 9:35, abandoned, 20:56, 20:58,
1307, 10:14, abandoned, 20:58, 21:35,
1782, 10:19, abandoned, 21:35, 21:55,
1779, 11:28, resolved, 21:55, , 22:55
1255, 11:11, resolved, 22:55, , 23:38
1761, 12:39, abandoned, 23:38, 23:50,
1015, 11:58, abandoned, 23:50, 0:41,
1067, 1:45, abandoned, 1:45, 2:02,
1085, 4:55, abandoned, 4:55, 5:22,
1756, 6:15, resolved, 6:15, , 6:49
1377, 6:43, abandoned, 6:49, 7:00,
1490, 9:52, abandoned, 9:52, 10:58,
1594, 12:07, resolved, 12:07, , 13:52
1106, 2:40, abandoned, 13:52, 14:21,
1940, 3:07, abandoned, 14:21, 15:20,
1130, 5:02, abandoned, 15:20, 16:26,
1586, 5:55, resolved, 16:26, , 16:54
1728, 6:58, abandoned, 16:54, 17:52,
1307, 6:54, abandoned, 17:52, 18:03,
1076, 8:15, resolved, 18:03, , 19:17
1739, 8:39, abandoned, 19:17, 19:20,
1849, 9:49, abandoned, 19:20, 20:17,
1182, 10:39, resolved, 20:17, , 21:04
1809, 11:23, abandoned, 21:04, 21:43,
1426, 11:18, resolved, 21:43, , 21:58
1982, 10:32, abandoned, 21:58, 22:53,
1950, 11:15, abandoned, 22:53, 23:37,
1116, 11:31, resolved, 23:37, , 0:38
1584, 1:02, abandoned, 1:02, 2:54,
1815, 4:14, resolved, 4:14, , 4:19
1414, 4:55, resolved, 4:55, , 5:54
1762, 7:25, abandoned, 7:25, 8:07,
1058, 10:51, resolved, 10:51, , 11:47
1413, 12:03, abandoned, 12:03, 12:29,
1426, 12:18, resolved, 12:29, , 12:52
1634, 2:33, resolved, 12:52, , 12:55
1099, 1:56, resolved, 12:55, , 13:50
1103, 3:28, resolved, 13:50, , 14:21
1305, 2:55, abandoned, 14:21, 15:12,
1929, 5:24, abandoned, 15:12, 16:06,
1026, 5:17, abandoned, 16:06, 17:58,
1444, 6:52, abandoned, 17:58, 18:47,
1583, 7:47, resolved, 18:47, , 18:51
1310, 7:52, abandoned, 18:51, 19:16,
1229, 9:12, abandoned, 19:16, 19:32,
1900, 9:17, resolved, 19:32, , 19:45
1961, 8:10, abandoned, 19:45, 20:24,
1219, 9:11, resolved, 20:24, , 21:23
1587, 10:09, abandoned, 21:23, 22:41,
1809, 12:09, resolved, 22:41, , 23:32
1634, 12:38, resolved, 23:32, , 0:49
1797, 1:19, resolved, 1:19, , 2:21
1783, 3:21, abandoned, 3:21, 3:45,
1430, 3:35, resolved, 3:45, , 4:11
1774, 5:49, abandoned, 5:49, 6:36,
1006, 7:12, resolved, 7:12, , 7:16
1150, 8:06, resolved, 8:06, , 9:15
1055, 9:25, resolved, 9:25, , 10:17
1342, 11:32, resolved, 11:32, , 12:43
1617, 12:44, abandoned, 12:44, 13:09,
1095, 2:30, resolved, 13:09, , 13:44
1193, 2:15, abandoned, 13:44, 14:59,
1953, 4:03, resolved, 14:59, , 15:36
1110, 4:36, abandoned, 15:36, 16:44,
1911, 5:14, resolved, 16:44, , 17:38
1057, 6:57, resolved, 17:38, , 18:32
1624, 8:55, resolved, 18:32, , 18:34
1642, 8:21, abandoned, 18:34, 19:46,
1695, 8:25, resolved, 19:46, , 20:46
1089, 8:36, abandoned, 20:46, 21:31,
1143, 11:42, resolved, 21:31, , 22:14
1129, 12:18, abandoned, 22:14, 22:50,
1892, 11:32, resolved, 22:50, , 23:44
1806, 12:02, resolved, 23:44, , 0:43
1709, 1:28, abandoned, 1:28, 2:29,
1783, 3:51, abandoned, 3:51, 4:53,
1625, 5:40, resolved, 5:40, , 5:47
1155, 6:20, resolved, 6:20, , 7:16
1254, 8:53, resolved, 8:53, , 9:37
1934, 11:54, resolved, 11:54, , 12:19
1266, 2:47, resolved, 12:19, , 13:54
1918, 1:58, abandoned, 13:54, 14:55,
1902, 3:54, resolved, 14:55, , 15:29
1121, 5:08, resolved, 15:29, , 16:32
1487, 4:36, abandoned, 16:32, 17:02,
1533, 7:42, abandoned, 17:02, 17:20,
1838, 7:55, resolved, 17:20, , 17:29
1642, 6:49, resolved, 17:29, , 18:40
1306, 7:47, resolved, 18:40, , 19:08
1334, 9:54, abandoned, 19:08, 20:18,
1451, 10:11, resolved, 20:18, , 21:38
1299, 9:29, abandoned, 21:38, 22:24,
1333, 11:16, resolved, 22:24, , 23:19
1434, 11:47, resolved, 23:19, , 0:18
1387, 1:35, abandoned, 1:35, 1:53,
1144, 2:21, abandoned, 2:21, 3:23,
1335, 4:00, abandoned, 4:00, 5:46,
1642, 6:49, abandoned, 6:49, 7:42,
1840, 8:49, abandoned, 8:49, 10:01,
1181, 12:21, abandoned, 12:21, 13:12,
1834, 1:36, resolved, 13:12, , 14:01
1164, 3:15, resolved, 14:01, , 14:49
1502, 3:07, abandoned, 14:49, 15:58,
1347, 4:24, abandoned, 15:58, 16:07,
1848, 6:52, resolved, 16:07, , 17:06
1362, 7:16, resolved, 17:06, , 17:30
1665, 5:24, resolved, 17:30, , 18:07
1126, 8:47, abandoned, 18:07, 18:20,
1551, 7:30, abandoned, 18:20, 18:23,
1748, 8:35, resolved, 18:23, , 19:47
1908, 7:57, resolved, 19:47, , 20:48
1205, 9:44, abandoned, 20:48, 20:48,
1490, 10:26, resolved, 20:48, , 21:17
1987, 11:06, resolved, 21:17, , 21:59
1057, 11:07, resolved, 21:59, , 22:49
1158, 10:47, resolved, 22:49, , 23:08
1552, 12:34, abandoned, 23:08, 23:25,
1073, 13:08, abandoned, 23:25, 0:21,
1857, 0:34, abandoned, 0:34, 1:05,
1906, 3:14, resolved, 3:14, , 3:52
1792, 5:04, abandoned, 5:04, 5:41,
1019, 5:05, resolved, 5:41, , 6:56
1220, 7:00, resolved, 7:00, , 8:13
1934, 8:44, resolved, 8:44, , 9:40
1590, 11:28, resolved, 11:28, , 12:08
1976, 1:35, resolved, 12:08, , 12:38
1583, 2:17, abandoned, 12:38, 13:27,
1288, 1:39, resolved, 13:27, , 14:28
1412, 3:54, resolved, 14:28, , 15:42
1541, 5:04, resolved, 15:42, , 16:53
1192, 5:43, resolved, 16:53, , 17:55
1783, 6:04, resolved, 17:55, , 18:06
1966, 6:12, abandoned, 18:06, 18:17,
1153, 6:15, abandoned, 18:17, 18:17,
1330, 7:11, abandoned, 18:17, 19:15,
1465, 9:32, abandoned, 19:15, 20:19,
1956, 10:27, abandoned, 20:19, 21:03,
1946, 10:43, resolved, 21:03, , 21:27
1305, 10:05, abandoned, 21:27, 23:00,
1483, 11:50, resolved, 23:00, , 0:35
1105, 1:28, resolved, 1:28, , 1:28
1023, 3:59, abandoned, 3:59, 4:04,
1035, 6:26, abandoned, 6:26, 7:20,
1156, 7:41, abandoned, 7:41, 8:38,
1319, 10:37, resolved, 10:37, , 10:37
1139, 11:03, abandoned, 11:03, 12:09,
1825, 2:43, resolved, 12:09, , 12:32
1667, 2:19, resolved, 12:32, , 13:59
1063, 2:03, resolved, 13:59, , 14:57
1951, 3:16, abandoned, 14:57, 15:33,
1704, 5:29, resolved, 15:33, , 16:15
1874, 5:25, resolved, 16:15, , 17:13
1397, 7:26, abandoned, 17:13, 18:33,
1698, 6:52, abandoned, 18:33, 19:40,
1549, 8:35, resolved, 19:40, , 20:54
1053, 8:41, resolved, 20:54, , 21:34
1826, 11:01, resolved, 21:34, , 21:41
1268, 11:32, resolved, 21:41, , 22:10
1516, 12:25, abandoned, 22:10, 22:39,
1224, 10:36, resolved, 22:39, , 22:56
1204, 10:52, abandoned, 22:56, 23:47,
1369, 13:40, resolved, 23:47, , 23:47
1201, 13:31, abandoned, 23:47, 0:19,
1271, 2:33, abandoned, 2:33, 2:39,
1460, 3:05, resolved, 3:05, , 4:23
1656, 5:11, resolved, 5:11, , 6:49
1466, 8:04, abandoned, 8:04, 9:41,
1801, 10:15, resolved, 10:15, , 10:46
1991, 12:32, resolved, 12:32, , 14:01
1136, 3:00, resolved, 14:01, , 14:56
1164, 3:15, abandoned, 14:56, 15:52,
1326, 5:23, abandoned, 15:52, 16:43,
1503, 6:23, resolved, 16:43, , 17:57
1285, 7:25, abandoned, 17:57, 18:07,
1161, 7:25, resolved, 18:07, , 19:00
1588, 9:19, resolved, 19:00, , 20:21
1951, 9:34, resolved, 20:21, , 21:49
1305, 11:16, abandoned, 21:49, 23:01,
1878, 11:45, abandoned, 23:01, 0:35,
1706, 2:05, resolved, 2:05, , 3:50
1524, 5:47, abandoned, 5:47, 6:19,
1747, 6:58, resolved, 6:58, , 7:42
1903, 8:15, resolved, 8:15, , 9:30
1874, 10:41, abandoned, 10:41, 11:20,
1099, 1:44, abandoned, 11:20, 11:57,
1716, 12:00, resolved, 12:00, , 12:13
1379, 12:37, resolved, 12:37, , 13:38
1879, 3:29, resolved, 13:38, , 13:53
1491, 1:56, resolved, 13:53, , 14:41
1019, 4:19, abandoned, 14:41, 15:50,
1446, 5:05, abandoned, 15:50, 16:40,
1393, 4:46, resolved, 16:40, , 17:00
1813, 6:15, resolved, 17:00, , 17:46
1123, 6:20, resolved, 17:46, , 18:01
1013, 7:40, resolved, 18:01, , 18:41
1928, 7:43, abandoned, 18:41, 19:44,
1828, 8:24, abandoned, 19:44, 20:54,
1511, 10:21, resolved, 20:54, , 21:23
1797, 10:08, abandoned, 21:23, 22:29,
1751, 10:17, resolved, 22:29, , 23:24
1496, 11:53, abandoned, 23:24, 0:32,
1533, 2:21, abandoned, 2:21, 3:02,
1159, 5:58, resolved, 5:58, , 6:31
1385, 7:34, abandoned, 7:34, 8:09,
1466, 10:37, abandoned, 10:37, 11:29,
1753, 12:13, abandoned, 12:13, 13:37,
1697, 3:51, resolved, 13:37, , 14:39
1585, 3:11, abandoned, 14:39, 15:21,
1160, 5:38, abandoned, 15:21, 15:37,
1386, 5:07, resolved, 15:37, , 16:42
1820, 6:50, abandoned, 16:42, 16:55,
1237, 6:49, abandoned, 16:55, 17:13,
1920, 6:21, abandoned, 17:13, 18:01,
1580, 7:45, abandoned, 18:01, 19:00,
1051, 8:46, abandoned, 19:00, 19:53,
1208, 8:48, abandoned, 19:53, 20:10,
1538, 10:48, abandoned, 20:10, 21:08,
1024, 10:19, abandoned, 21:08, 22:56,
1941, 12:20, abandoned, 22:56, 23:51,
1478, 12:43, abandoned, 23:51, 0:08,
1392, 1:42, abandoned, 1:42, 1:42,
1527, 2:19, resolved, 2:19, , 2:43
1511, 2:34, abandoned, 2:43, 3:55,
1353, 4:43, abandoned, 4:43, 5:02,
1339, 6:19, abandoned, 6:19, 6:28,
1533, 7:29, resolved, 7:29, , 8:08
1990, 9:10, resolved, 9:10, , 9:26
1901, 11:07, resolved, 11:07, , 11:09
1623, 11:11, abandoned, 11:11, 12:40,
1291, 2:33, resolved, 12:40, , 13:19
1471, 3:11, abandoned, 13:19, 14:04,
1619, 4:57, resolved, 14:04, , 14:44
1084, 3:14, resolved, 14:44, , 15:25
1327, 4:46, resolved, 15:25, , 15:36
1148, 5:46, abandoned, 15:36, 15:51,
1480, 4:05, abandoned, 15:51, 16:05,
1586, 5:33, resolved, 16:05, , 16:25
1195, 4:40, abandoned, 16:25, 16:54,
1866, 6:58, resolved, 16:54, , 17:07
1718, 6:52, abandoned, 17:07, 17:07,
1178, 6:10, resolved, 17:07, , 17:33
1453, 6:51, resolved, 17:33, , 18:36
1928, 7:05, resolved, 18:36, , 18:45
1574, 8:39, abandoned, 18:45, 18:46,
1305, 6:45, abandoned, 18:46, 19:46,
1205, 8:00, resolved, 19:46, , 20:54
1814, 8:07, resolved, 20:54, , 20:58
1676, 8:13, abandoned, 20:58, 21:23,
1673, 9:55, resolved, 21:23, , 22:51
1353, 12:05, resolved, 22:51, , 23:58
1028, 12:33, resolved, 23:58, , 0:44
1359, 0:44, resolved, 0:44, , 1:53
1188, 1:57, resolved, 1:57, , 2:26
1967, 4:34, resolved, 4:34, , 5:28
1197, 7:00, resolved, 7:00, , 8:01
1647, 9:35, resolved, 9:35, , 10:53
1890, 11:44, resolved, 11:44, , 12:05
1855, 1:41, abandoned, 12:05, 12:26,
1555, 1:14, abandoned, 12:26, 13:02,
1470, 2:56, resolved, 13:02, , 14:25
1151, 3:19, abandoned, 14:25, 15:37,
1984, 4:40, abandoned, 15:37, 16:35,
1063, 5:42, resolved, 16:35, , 17:22
1580, 7:44, resolved, 17:22, , 18:23
1862, 8:23, resolved, 18:23, , 19:49
1387, 8:16, resolved, 19:49, , 20:49
1913, 8:54, resolved, 20:49, , 21:00
1058, 11:09, resolved, 21:00, , 22:35
1147, 10:41, resolved, 22:35, , 23:19
1918, 12:08, resolved, 23:19, , 0:49
1070, 0:28, resolved, 0:49, , 1:13
1085, 2:00, abandoned, 2:00, 3:32,
1970, 5:56, abandoned, 5:56, 7:01,
1412, 8:09, resolved, 8:09, , 8:42
1473, 8:37, abandoned, 8:42, 9:50,
1104, 11:52, resolved, 11:52, , 12:20
1844, 12:55, resolved, 12:55, , 13:57
1035, 2:06, abandoned, 13:57, 14:01,
1459, 2:58, resolved, 14:01, , 15:07
1102, 5:04, resolved, 15:07, , 15:49
1408, 3:11, resolved, 15:49, , 15:57
1582, 5:23, abandoned, 15:57, 16:14,
1715, 4:43, resolved, 16:14, , 16:24
1913, 4:54, abandoned, 16:24, 16:52,
1924, 5:40, resolved, 16:52, , 17:04
1069, 6:15, abandoned, 17:04, 18:28,
1373, 6:45, abandoned, 18:28, 19:29,
1696, 8:26, resolved, 19:29, , 20:52
1140, 10:49, resolved, 20:52, , 21:48
1659, 10:18, resolved, 21:48, , 22:23
1263, 11:09, abandoned, 22:23, 23:30,
1927, 12:25, abandoned, 23:30, 0:07,
1081, 0:39, resolved, 0:39, , 1:02
1722, 1:41, resolved, 1:41, , 2:50
1429, 3:29, abandoned, 3:29, 3:31,
1380, 4:36, resolved, 4:36, , 5:01
1720, 5:43, abandoned, 5:43, 6:05,
1948, 7:28, resolved, 7:28, , 7:54
1652, 7:44, resolved, 7:54, , 8:10
1879, 9:30, abandoned, 9:30, 10:33,
1586, 12:49, abandoned, 12:49, 13:05,
1854, 3:34, resolved, 13:05, , 14:26
1903, 2:57, abandoned, 14:26, 14:46,
1081, 4:12, abandoned, 14:46, 15:08,
1222, 4:53, abandoned, 15:08, 15:12,
1231, 5:51, resolved, 15:12, , 16:19
1192, 5:14, resolved, 16:19, , 17:21
1753, 6:31, resolved, 17:21, , 18:08
1243, 6:38, abandoned, 18:08, 19:33,
1793, 9:06, abandoned, 19:33, 20:09,
1971, 8:28, abandoned, 20:09, 21:44,
1818, 11:30, resolved, 21:44, , 23:01
1524, 12:56, resolved, 23:01, , 0:44
1817, 2:43, resolved, 2:43, , 2:56
1393, 3:18, resolved, 3:18, , 4:18
1256, 5:34, resolved, 5:34, , 6:09
1154, 7:18, abandoned, 7:18, 7:29,
1571, 7:31, resolved, 7:31, , 8:06
1200, 10:02, resolved, 10:02, , 11:06
1471, 11:27, abandoned, 11:27, 11:28,
1837, 12:50, resolved, 12:50, , 13:03
1804, 3:58, abandoned, 13:03, 14:57,
1578, 4:15, resolved, 14:57, , 15:53
1511, 4:35, resolved, 15:53, , 15:53
1934, 5:02, abandoned, 15:53, 16:26,
1468, 4:13, resolved, 16:26, , 17:04
1163, 6:17, abandoned, 17:04, 17:10,
1797, 6:34, resolved, 17:10, , 18:02
1260, 7:55, abandoned, 18:02, 19:12,
1913, 8:24, abandoned, 19:12, 20:24,
1745, 9:14, abandoned, 20:24, 21:00,
1070, 9:42, resolved, 21:00, , 21:01
1605, 11:43, resolved, 21:01, , 22:07
1716, 12:35, resolved, 22:07, , 23:41
1129, 12:17, abandoned, 23:41, 0:48,
1485, 1:17, resolved, 1:17, , 2:55
1827, 2:22, resolved, 2:55, , 4:01
1961, 6:42, resolved, 6:42, , 6:52
1778, 7:54, abandoned, 7:54, 8:03,
1356, 10:07, abandoned, 10:07, 11:03,
1860, 11:07, resolved, 11:07, , 12:47
1846, 1:27, resolved, 12:47, , 13:40
1774, 3:54, resolved, 13:40, , 14:54
1433, 3:19, abandoned, 14:54, 15:14,
1669, 5:30, resolved, 15:14, , 15:55
1414, 3:53, resolved, 15:55, , 16:54
1786, 6:06, resolved, 16:54, , 17:02
1019, 7:04, abandoned, 17:02, 18:19,
1479, 8:50, resolved, 18:19, , 19:37
1105, 9:22, abandoned, 19:37, 20:16,
1993, 8:28, abandoned, 20:16, 20:33,
1038, 8:55, resolved, 20:33, , 20:35
1927, 9:42, resolved, 20:35, , 21:18
1547, 10:41, resolved, 21:18, , 22:05
1058, 11:53, abandoned, 22:05, 22:22,
1993, 11:19, abandoned, 22:22, 23:48,
1491, 13:24, resolved, 23:48, , 0:38
1721, 1:46, resolved, 1:46, , 2:47
1170, 3:52, resolved, 3:52, , 4:46
1350, 5:52, abandoned, 5:52, 6:18,
1585, 8:05, resolved, 8:05, , 9:09
1461, 11:41, resolved, 11:41, , 11:46
1409, 1:53, resolved, 11:46, , 13:00
1633, 2:54, resolved, 13:00, , 14:31
1278, 4:00, resolved, 14:31, , 14:44
1636, 3:16, resolved, 14:44, , 15:17
1011, 4:51, resolved, 15:17, , 16:40
1206, 6:38, resolved, 16:40, , 16:48
1345, 5:03, resolved, 16:48, , 17:10
1261, 6:42, resolved, 17:10, , 19:00
1826, 8:03, abandoned, 19:00, 19:32,
1335, 9:29, resolved, 19:32, , 20:41
1467, 10:00, resolved, 20:41, , 21:46
1390, 10:18, abandoned, 21:46, 22:16,
1298, 12:38, resolved, 22:16, , 22:28
1501, 10:52, abandoned, 22:28, 22:38,
1387, 11:13, abandoned, 22:38, 22:42,
1482, 12:03, abandoned, 22:42, 22:45,
1294, 12:10, abandoned, 22:45, 0:00,
1928, 0:49, abandoned, 0:49, 1:11,
1191, 2:15, resolved, 2:15, , 3:33
1933, 4:47, abandoned, 4:47, 4:54,
1339, 5:51, abandoned, 5:51, 5:59,
1822, 6:17, resolved, 6:17, , 7:57
1726, 10:00, abandoned, 10:00, 11:00,
1757, 1:31, abandoned, 11:00, 11:37,
1782, 1:40, abandoned, 11:37, 11:50,
1622, 1:42, resolved, 11:50, , 12:23
1705, 1:57, resolved, 12:23, , 12:37
1906, 1:24, resolved, 12:37, , 12:52
1675, 2:51, abandoned, 12:52, 13:12,
1883, 2:13, resolved, 13:12, , 13:56
1069, 3:48, abandoned, 13:56, 14:11,
1468, 3:55, abandoned, 14:11, 15:25,
1633, 5:16, abandoned, 15:25, 16:27,
1963, 4:41, resolved, 16:27, , 17:02
1094, 6:57, abandoned, 17:02, 17:44,
1049, 6:13, resolved, 17:44, , 18:37
1393, 7:27, abandoned, 18:37, 19:06,
1454, 9:54, resolved, 19:06, , 20:55
1778, 9:50, abandoned, 20:55, 21:07,
1195, 10:23, abandoned, 21:07, 21:51,
1813, 10:19, abandoned, 21:51, 22:26,
1636, 10:23, abandoned, 22:26, 22:44,
1143, 12:23, resolved, 22:44, , 22:46
1418, 12:29, abandoned, 22:46, 23:38,
1219, 11:40, abandoned, 23:38, 0:09,
1697, 2:38, resolved, 2:38, , 3:59
1051, 3:44, abandoned, 3:59, 4:28,
1378, 5:17, abandoned, 5:17, 5:56,
1279, 7:27, resolved, 7:27, , 8:01
1565, 8:40, resolved, 8:40, , 9:30
1135, 10:56, resolved, 10:56, , 11:51
1072, 1:57, resolved, 11:51, , 12:37
1578, 2:53, resolved, 12:37, , 13:12
1361, 2:34, resolved, 13:12, , 14:26
1480, 4:57, resolved, 14:26, , 14:53
1405, 3:21, resolved, 14:53, , 14:53
1077, 3:25, resolved, 14:53, , 15:48
1956, 3:47, abandoned, 15:48, 17:00,
1540, 7:54, abandoned, 17:00, 17:58,
1037, 7:56, resolved, 17:58, , 18:19
1292, 7:20, resolved, 18:19, , 19:19
1770, 8:27, resolved, 19:19, , 19:26
1111, 9:33, abandoned, 19:26, 20:01,
1560, 10:05, resolved, 20:01, , 20:46
1472, 8:37, resolved, 20:46, , 20:46
1667, 9:50, abandoned, 20:46, 21:04,
1910, 11:53, abandoned, 21:04, 22:02,
1272, 11:13, resolved, 22:02, , 23:10
1523, 11:23, abandoned, 23:10, 0:17,
1559, 2:10, resolved, 2:10, , 3:27
1647, 5:51, resolved, 5:51, , 6:46
1505, 8:58, abandoned, 8:58, 9:25,
1255, 11:14, abandoned, 11:14, 11:53,
1845, 11:39, resolved, 11:53, , 12:32
1187, 1:10, abandoned, 12:32, 13:17,
1009, 1:45, abandoned, 13:17, 13:58,
1678, 3:48, abandoned, 13:58, 14:28,
1962, 4:37, resolved, 14:28, , 15:40
1055, 4:01, abandoned, 15:40, 15:53,
1295, 5:09, abandoned, 15:53, 16:12,
1499, 6:24, abandoned, 16:12, 16:40,
1466, 6:17, resolved, 16:40, , 17:28
1589, 5:59, abandoned, 17:28, 18:15,
1735, 7:30, resolved, 18:15, , 19:11
1294, 9:52, abandoned, 19:11, 19:49,
1180, 9:35, abandoned, 19:49, 20:44,
1517, 9:52, resolved, 20:44, , 21:10
1418, 11:23, resolved, 21:10, , 22:08
1687, 12:17, resolved, 22:08, , 23:09
1087, 12:03, resolved, 23:09, , 23:41
1393, 12:01, abandoned, 23:41, 0:27,
1249, 2:53, resolved, 2:53, , 3:40
1230, 4:32, resolved, 4:32, , 4:45
1081, 4:41, abandoned, 4:45, 5:24,
1205, 7:40, abandoned, 7:40, 8:29,
1065, 8:59, abandoned, 8:59, 9:32,
1296, 10:19, abandoned, 10:19, 11:53,
1593, 12:31, abandoned, 12:31, 12:54,
1101, 1:49, abandoned, 12:54, 13:36,
1424, 2:13, abandoned, 13:36, 14:10,
1630, 4:28, resolved, 14:10, , 15:23
1484, 4:56, abandoned, 15:23, 16:53,
1813, 6:19, resolved, 16:53, , 17:02
1708, 7:29, resolved, 17:02, , 17:50
1960, 6:48, abandoned, 17:50, 18:43,
1530, 7:55, abandoned, 18:43, 20:01,
1609, 8:57, abandoned, 20:01, 20:53,
1820, 10:40, resolved, 20:53, , 21:20
1344, 11:46, abandoned, 21:20, 22:41,
1681, 11:50, resolved, 22:41, , 23:13
1102, 12:00, resolved, 23:13, , 0:55
1720, 1:15, abandoned, 1:15, 2:40,
1542, 4:30, resolved, 4:30, , 5:36
1225, 6:32, abandoned, 6:32, 6:48,
1420, 8:53, resolved, 8:53, , 9:04
1486, 10:23, abandoned, 10:23, 11:51,
1966, 12:22, resolved, 12:22, , 12:58
1319, 1:10, resolved, 12:58, , 13:35
1975, 2:52, resolved, 13:35, , 14:31
1323, 4:14, resolved, 14:31, , 14:59
1986, 4:40, resolved, 14:59, , 15:18
1736, 4:41, abandoned, 15:18, 16:23,
1182, 6:55, abandoned, 16:23, 17:31,
1264, 7:48, abandoned, 17:31, 18:41,
1368, 8:36, abandoned, 18:41, 19:44,
1741, 8:08, abandoned, 19:44, 20:05,
1000, 9:10, resolved, 20:05, , 20:13
1244, 8:17, resolved, 20:13, , 21:08
1663, 10:57, abandoned, 21:08, 22:02,
1996, 11:21, abandoned, 22:02, 23:52,
1751, 13:02, resolved, 23:52, , 0:21
1490, 0:56, abandoned, 0:56, 1:48,
1281, 2:37, resolved, 2:37, , 3:04
1752, 5:15, abandoned, 5:15, 5:53,
1889, 6:50, resolved, 6:50, , 7:59
1420, 9:52, abandoned, 9:52, 10:40,
1384, 11:46, abandoned, 11:46, 12:38,
1359, 1:11, abandoned, 12:38, 13:56,
1049, 3:14, resolved, 13:56, , 14:55
1710, 4:35, abandoned, 14:55, 15:23,
1848, 5:46, resolved, 15:23, , 16:04
1560, 5:20, resolved, 16:04, , 17:06
1553, 6:29, resolved, 17:06, , 17:24
